t8_aux001_sup002_cs000/final

Soft/default routing

====================================================================================================
Smoke Test Case: French
====================================================================================================

[Prompt (Alpaca)]: ### Instruction:
Tu es un assistant virtuel. Raconte-moi ta routine matinale avant d'aller au travail. Utilise des verbes pronominaux.

### Response:


Generating...
Je me lève à 6 heures du matin, prends une douche, prépare un petit déjeuner sain et me prépare pour aller au travail.


--------------------------------------------------------------------------------
Token-by-Token Routing Probabilities
--------------------------------------------------------------------------------

Running full forward pass on generated sequence to extract all gates...

Showing Probabilities for Layer: base_model.model.model.layers.7.mlp.down_proj (Token-level)
Token                     |         fr |         ca |         oc
.                         |     0.7422 |     0.2344 |     0.0245
 A                        |     0.5703 |     0.3516 |     0.0771
 continu                  |     0.0410 |     0.9492 |     0.0108
aci                       |     0.0306 |     0.9609 |     0.0088
ó                         |     0.2051 |     0.6289 |     0.1680
,                         |     0.7500 |     0.2021 |     0.0493
 revis                    |     0.1445 |     0.5859 |     0.2695
o                         |     0.5938 |     0.3711 |     0.0344
 les                      |     0.6133 |     0.3496 |     0.0359
 me                       |     0.0645 |     0.9141 |     0.0211
ves                       |     0.6602 |     0.2812 |     0.0579
 d                        |     0.3789 |     0.4902 |     0.1318
ades                      |     0.6250 |     0.3223 |     0.0537
 i                        |     0.7266 |     0.2207 |     0.0535
 actual                   |     0.1445 |     0.5508 |     0.3047
itz                       |     0.2041 |     0.7383 |     0.0591
o                         |     0.4590 |     0.5117 |     0.0302
 la                       |     0.4121 |     0.5391 |     0.0491
 me                       |     0.1055 |     0.8047 |     0.0889
va                        |     0.4609 |     0.4414 |     0.0991
 program                  |     0.6719 |     0.2949 |     0.0327

Showing Probabilities for Layer: base_model.model.model.layers.8.self_attn.q_proj (Sequence-level)
Token                     |         fr |         ca |         oc
----------------------------------------------------------------
<|begin_of_text|>         |     0.0425 |     0.9062 |     0.0510
###                       |     0.0425 |     0.9062 |     0.0510
 Instruction              |     0.0425 |     0.9062 |     0.0510
:\n                       |     0.0425 |     0.9062 |     0.0510
E                         |     0.0425 |     0.9062 |     0.0510
ts                        |     0.0425 |     0.9062 |     0.0510
 un                       |     0.0425 |     0.9062 |     0.0510
 assist                   |     0.0425 |     0.9062 |     0.0510
ent                       |     0.0425 |     0.9062 |     0.0510
 virtual                  |     0.0425 |     0.9062 |     0.0510
.                         |     0.0425 |     0.9062 |     0.0510
 Exp                      |     0.0425 |     0.9062 |     0.0510
lica                      |     0.0425 |     0.9062 |     0.0510
 la                       |     0.0425 |     0.9062 |     0.0510
 te                       |     0.0425 |     0.9062 |     0.0510
va                        |     0.0425 |     0.9062 |     0.0510
 rut                      |     0.0425 |     0.9062 |     0.0510
ina                       |     0.0425 |     0.9062 |     0.0510
 del                      |     0.0425 |     0.9062 |     0.0510
 mat                      |     0.0425 |     0.9062 |     0.0510
i                         |     0.0425 |     0.9062 |     0.0510
                          |     0.0425 |     0.9062 |     0.0510
abans                     |     0.0425 |     0.9062 |     0.0510
                          |     0.0425 |     0.9062 |     0.0510
d                         |     0.0425 |     0.9062 |     0.0510
anar                      |     0.0425 |     0.9062 |     0.0510
 a                        |     0.0425 |     0.9062 |     0.0510
 la                       |     0.0425 |     0.9062 |     0.0510
 fe                       |     0.0425 |     0.9062 |     0.0510
ina                       |     0.0425 |     0.9062 |     0.0510
.                         |     0.0425 |     0.9062 |     0.0510
 Util                     |     0.0425 |     0.9062 |     0.0510
it                        |     0.0425 |     0.9062 |     0.0510
za                        |     0.0425 |     0.9062 |     0.0510
 verbs                    |     0.0425 |     0.9062 |     0.0510
 pr                       |     0.0425 |     0.9062 |     0.0510
onom                      |     0.0425 |     0.9062 |     0.0510
inals                     |     0.0425 |     0.9062 |     0.0510
.\n\n                     |     0.0425 |     0.9062 |     0.0510
###                       |     0.0425 |     0.9062 |     0.0510
 Response                 |     0.0425 |     0.9062 |     0.0510
:\n                       |     0.0425 |     0.9062 |     0.0510
Com                       |     0.0425 |     0.9062 |     0.0510
 a                        |     0.0425 |     0.9062 |     0.0510
 assist                   |     0.0425 |     0.9062 |     0.0510
ent                       |     0.0425 |     0.9062 |     0.0510
 virtual                  |     0.0425 |     0.9062 |     0.0510
,                         |     0.0425 |     0.9062 |     0.0510
 la                       |     0.0425 |     0.9062 |     0.0510
 me                       |     0.0425 |     0.9062 |     0.0510
va                        |     0.0425 |     0.9062 |     0.0510
 rut                      |     0.0425 |     0.9062 |     0.0510
ina                       |     0.0425 |     0.9062 |     0.0510
 del                      |     0.0425 |     0.9062 |     0.0510
 mat                      |     0.0425 |     0.9062 |     0.0510
í                         |     0.0425 |     0.9062 |     0.0510
                          |     0.0425 |     0.9062 |     0.0510
abans                     |     0.0425 |     0.9062 |     0.0510
                          |     0.0425 |     0.9062 |     0.0510
d                         |     0.0425 |     0.9062 |     0.0510
anar                      |     0.0425 |     0.9062 |     0.0510
 a                        |     0.0425 |     0.9062 |     0.0510
 la                       |     0.0425 |     0.9062 |     0.0510
 fe                       |     0.0425 |     0.9062 |     0.0510
ina                       |     0.0425 |     0.9062 |     0.0510
 com                      |     0.0425 |     0.9062 |     0.0510
ença                      |     0.0425 |     0.9062 |     0.0510
 amb                      |     0.0425 |     0.9062 |     0.0510
 la                       |     0.0425 |     0.9062 |     0.0510
 prepar                   |     0.0425 |     0.9062 |     0.0510
aci                       |     0.0425 |     0.9062 |     0.0510
ó                         |     0.0425 |     0.9062 |     0.0510
.                         |     0.0425 |     0.9062 |     0.0510
 Em                       |     0.0425 |     0.9062 |     0.0510
 desp                     |     0.0425 |     0.9062 |     0.0510
erto                      |     0.0425 |     0.9062 |     0.0510
 i                        |     0.0425 |     0.9062 |     0.0510
 em                       |     0.0425 |     0.9062 |     0.0510
 pos                      |     0.0425 |     0.9062 |     0.0510
o                         |     0.0425 |     0.9062 |     0.0510
 en                       |     0.0425 |     0.9062 |     0.0510
 mar                      |     0.0425 |     0.9062 |     0.0510
xa                        |     0.0425 |     0.9062 |     0.0510
,                         |     0.0425 |     0.9062 |     0.0510
 activ                    |     0.0425 |     0.9062 |     0.0510
ant                       |     0.0425 |     0.9062 |     0.0510
 els                      |     0.0425 |     0.9062 |     0.0510
 me                       |     0.0425 |     0.9062 |     0.0510
us                        |     0.0425 |     0.9062 |     0.0510
                          |     0.0425 |     0.9062 |     0.0510
sens                      |     0.0425 |     0.9062 |     0.0510
ors                       |     0.0425 |     0.9062 |     0.0510
 i                        |     0.0425 |     0.9062 |     0.0510
 la                       |     0.0425 |     0.9062 |     0.0510
 me                       |     0.0425 |     0.9062 |     0.0510
va                        |     0.0425 |     0.9062 |     0.0510
 capac                    |     0.0425 |     0.9062 |     0.0510
itat                      |     0.0425 |     0.9062 |     0.0510
 de                       |     0.0425 |     0.9062 |     0.0510
 process                  |     0.0425 |     0.9062 |     0.0510
ament                     |     0.0425 |     0.9062 |     0.0510
.                         |     0.0425 |     0.9062 |     0.0510
